row_id,variant_id,base_model,model,rating,label,condition,anchor_type,anchor_level,iteration
ANCHOR_NUM_HIGH_phi4_subject-matter_00_20260702_231149,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_llama_generalist_00_20260702_231149,llama_generalist,llama,generalist,4,Very feasible,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_llama_normative_00_20260702_231149,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_llama_subject-matter_00_20260702_231149,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_mistral_generalist_00_20260702_231149,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_mistral_normative_00_20260702_231149,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_mistral_subject-matter_00_20260702_231149,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_gemma3_generalist_00_20260702_231149,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_gemma3_normative_00_20260702_231149,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_gemma3_subject-matter_00_20260702_231149,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_phi4_generalist_01_20260702_231340,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_phi4_normative_01_20260702_231340,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_phi4_subject-matter_01_20260702_231340,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_llama_generalist_01_20260702_231340,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_llama_normative_01_20260702_231340,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_llama_subject-matter_01_20260702_231340,llama_subject-matter,llama,subject-matter,4,Very feasible,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_mistral_generalist_01_20260702_231340,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_mistral_normative_01_20260702_231340,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_mistral_subject-matter_01_20260702_231340,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_gemma3_generalist_01_20260702_231340,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_gemma3_normative_01_20260702_231340,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_gemma3_subject-matter_01_20260702_231340,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_phi4_generalist_02_20260702_231526,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_phi4_normative_02_20260702_231526,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_phi4_subject-matter_02_20260702_231526,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_llama_generalist_02_20260702_231526,llama_generalist,llama,generalist,4,Very feasible,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_llama_normative_02_20260702_231526,llama_normative,llama,normative,2,Somewhat feasible,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_llama_subject-matter_02_20260702_231526,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_mistral_generalist_02_20260702_231526,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_mistral_normative_02_20260702_231526,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_mistral_subject-matter_02_20260702_231526,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_gemma3_generalist_02_20260702_231526,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_gemma3_normative_02_20260702_231526,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_gemma3_subject-matter_02_20260702_231526,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_phi4_generalist_03_20260702_231719,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_phi4_normative_03_20260702_231719,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_phi4_subject-matter_03_20260702_231719,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_llama_generalist_03_20260702_231719,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_llama_normative_03_20260702_231719,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_llama_subject-matter_03_20260702_231719,llama_subject-matter,llama,subject-matter,2,Somewhat feasible,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_mistral_generalist_03_20260702_231719,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_mistral_normative_03_20260702_231719,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_mistral_subject-matter_03_20260702_231719,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_gemma3_generalist_03_20260702_231719,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_gemma3_normative_03_20260702_231719,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_gemma3_subject-matter_03_20260702_231719,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_phi4_generalist_04_20260702_231932,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_phi4_normative_04_20260702_231932,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_phi4_subject-matter_04_20260702_231932,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_llama_generalist_04_20260702_231932,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_llama_normative_04_20260702_231932,llama_normative,llama,normative,4,Very feasible,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_llama_subject-matter_04_20260702_231932,llama_subject-matter,llama,subject-matter,4,Very feasible,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_mistral_generalist_04_20260702_231932,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_mistral_normative_04_20260702_231932,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_mistral_subject-matter_04_20260702_231932,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_gemma3_generalist_04_20260702_231932,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_gemma3_normative_04_20260702_231932,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_gemma3_subject-matter_04_20260702_231932,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_phi4_generalist_05_20260702_232126,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_phi4_normative_05_20260702_232126,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_phi4_subject-matter_05_20260702_232126,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_llama_generalist_05_20260702_232126,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_llama_normative_05_20260702_232126,llama_normative,llama,normative,4,Very feasible,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_llama_subject-matter_05_20260702_232126,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_mistral_generalist_05_20260702_232126,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_mistral_normative_05_20260702_232126,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_mistral_subject-matter_05_20260702_232126,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_gemma3_generalist_05_20260702_232126,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_gemma3_normative_05_20260702_232126,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_gemma3_subject-matter_05_20260702_232126,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_phi4_generalist_06_20260702_232311,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_phi4_normative_06_20260702_232311,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_phi4_subject-matter_06_20260702_232311,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_llama_generalist_06_20260702_232311,llama_generalist,llama,generalist,4,Very feasible,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_llama_normative_06_20260702_232311,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_llama_subject-matter_06_20260702_232311,llama_subject-matter,llama,subject-matter,4,Very feasible,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_mistral_generalist_06_20260702_232311,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_mistral_normative_06_20260702_232311,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_mistral_subject-matter_06_20260702_232311,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_gemma3_generalist_06_20260702_232311,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_gemma3_normative_06_20260702_232311,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_gemma3_subject-matter_06_20260702_232311,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_phi4_generalist_07_20260702_232510,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_phi4_normative_07_20260702_232510,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_phi4_subject-matter_07_20260702_232510,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_llama_generalist_07_20260702_232510,llama_generalist,llama,generalist,4,Very feasible,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_llama_normative_07_20260702_232510,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_llama_subject-matter_07_20260702_232510,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_mistral_generalist_07_20260702_232510,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_mistral_normative_07_20260702_232510,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_mistral_subject-matter_07_20260702_232510,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_gemma3_generalist_07_20260702_232510,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_gemma3_normative_07_20260702_232510,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_gemma3_subject-matter_07_20260702_232510,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_phi4_generalist_08_20260702_232707,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_phi4_normative_08_20260702_232707,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_phi4_subject-matter_08_20260702_232707,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_llama_generalist_08_20260702_232707,llama_generalist,llama,generalist,2,Somewhat feasible,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_llama_normative_08_20260702_232707,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_llama_subject-matter_08_20260702_232707,llama_subject-matter,llama,subject-matter,4,Very feasible,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_mistral_generalist_08_20260702_232707,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_mistral_normative_08_20260702_232707,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_mistral_subject-matter_08_20260702_232707,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_gemma3_generalist_08_20260702_232707,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_gemma3_normative_08_20260702_232707,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_gemma3_subject-matter_08_20260702_232707,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_phi4_generalist_09_20260702_232919,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_phi4_normative_09_20260702_232919,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_phi4_subject-matter_09_20260702_232919,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_llama_generalist_09_20260702_232919,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_llama_normative_09_20260702_232919,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_llama_subject-matter_09_20260702_232919,llama_subject-matter,llama,subject-matter,4,Very feasible,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_mistral_generalist_09_20260702_232919,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_mistral_normative_09_20260702_232919,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_mistral_subject-matter_09_20260702_232919,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_gemma3_generalist_09_20260702_232919,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_gemma3_normative_09_20260702_232919,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_gemma3_subject-matter_09_20260702_232919,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_NUM_HIGH,high,9
