row_id,variant_id,base_model,source,model,dc_solution,rating,label,iteration,condition
gemma3_normative_09_20260628_235429,gemma3_normative,gemma3,llm,normative,Solid-state circuit breaker,4,Very important,9,zeroshot
gemma3_subject-matter_09_20260628_235429,gemma3_subject-matter,gemma3,llm,subject-matter,Solid-state circuit breaker,4,Very important,9,zeroshot
phi4_generalist_10_20260628_235626,phi4_generalist,phi4,llm,generalist,Solid-state circuit breaker,4,Very important,10,zeroshot
phi4_normative_10_20260628_235626,phi4_normative,phi4,llm,normative,Solid-state circuit breaker,4,Very important,10,zeroshot
phi4_subject-matter_10_20260628_235626,phi4_subject-matter,phi4,llm,subject-matter,Solid-state circuit breaker,4,Very important,10,zeroshot
llama_generalist_10_20260628_235626,llama_generalist,llama,llm,generalist,Solid-state circuit breaker,3,Important,10,zeroshot
llama_normative_10_20260628_235626,llama_normative,llama,llm,normative,Solid-state circuit breaker,3,Important,10,zeroshot
llama_subject-matter_10_20260628_235626,llama_subject-matter,llama,llm,subject-matter,Solid-state circuit breaker,3,Important,10,zeroshot
mistral_generalist_10_20260628_235626,mistral_generalist,mistral,llm,generalist,Solid-state circuit breaker,3,Important,10,zeroshot
mistral_normative_10_20260628_235626,mistral_normative,mistral,llm,normative,Solid-state circuit breaker,3,Important,10,zeroshot
mistral_subject-matter_10_20260628_235626,mistral_subject-matter,mistral,llm,subject-matter,Solid-state circuit breaker,4,Very important,10,zeroshot
gemma3_generalist_10_20260628_235626,gemma3_generalist,gemma3,llm,generalist,Solid-state circuit breaker,4,Very important,10,zeroshot
gemma3_normative_10_20260628_235626,gemma3_normative,gemma3,llm,normative,Solid-state circuit breaker,4,Very important,10,zeroshot
gemma3_subject-matter_10_20260628_235626,gemma3_subject-matter,gemma3,llm,subject-matter,Solid-state circuit breaker,4,Very important,10,zeroshot
phi4_generalist_11_20260628_235805,phi4_generalist,phi4,llm,generalist,Solid-state circuit breaker,4,Very important,11,zeroshot
phi4_normative_11_20260628_235805,phi4_normative,phi4,llm,normative,Solid-state circuit breaker,4,Very important,11,zeroshot
phi4_subject-matter_11_20260628_235805,phi4_subject-matter,phi4,llm,subject-matter,Solid-state circuit breaker,4,Very important,11,zeroshot
llama_generalist_11_20260628_235805,llama_generalist,llama,llm,generalist,Solid-state circuit breaker,3,Important,11,zeroshot
llama_normative_11_20260628_235805,llama_normative,llama,llm,normative,Solid-state circuit breaker,3,Important,11,zeroshot
llama_subject-matter_11_20260628_235805,llama_subject-matter,llama,llm,subject-matter,Solid-state circuit breaker,4,Very important,11,zeroshot
mistral_generalist_11_20260628_235805,mistral_generalist,mistral,llm,generalist,Solid-state circuit breaker,3,Important,11,zeroshot
mistral_normative_11_20260628_235805,mistral_normative,mistral,llm,normative,Solid-state circuit breaker,4,Very important,11,zeroshot
mistral_subject-matter_11_20260628_235805,mistral_subject-matter,mistral,llm,subject-matter,Solid-state circuit breaker,4,Very important,11,zeroshot
gemma3_generalist_11_20260628_235805,gemma3_generalist,gemma3,llm,generalist,Solid-state circuit breaker,4,Very important,11,zeroshot
gemma3_normative_11_20260628_235805,gemma3_normative,gemma3,llm,normative,Solid-state circuit breaker,4,Very important,11,zeroshot
gemma3_subject-matter_11_20260628_235805,gemma3_subject-matter,gemma3,llm,subject-matter,Solid-state circuit breaker,4,Very important,11,zeroshot
phi4_generalist_12_20260628_235935,phi4_generalist,phi4,llm,generalist,Solid-state circuit breaker,4,Very important,12,zeroshot
phi4_normative_12_20260628_235935,phi4_normative,phi4,llm,normative,Solid-state circuit breaker,4,Very important,12,zeroshot
phi4_subject-matter_12_20260628_235935,phi4_subject-matter,phi4,llm,subject-matter,Solid-state circuit breaker,4,Very important,12,zeroshot
llama_generalist_12_20260628_235935,llama_generalist,llama,llm,generalist,Solid-state circuit breaker,3,Important,12,zeroshot
llama_normative_12_20260628_235935,llama_normative,llama,llm,normative,Solid-state circuit breaker,3,Important,12,zeroshot
llama_subject-matter_12_20260628_235935,llama_subject-matter,llama,llm,subject-matter,Solid-state circuit breaker,3,Important,12,zeroshot
mistral_generalist_12_20260628_235935,mistral_generalist,mistral,llm,generalist,Solid-state circuit breaker,3,Important,12,zeroshot
mistral_normative_12_20260628_235935,mistral_normative,mistral,llm,normative,Solid-state circuit breaker,3,Important,12,zeroshot
mistral_subject-matter_12_20260628_235935,mistral_subject-matter,mistral,llm,subject-matter,Solid-state circuit breaker,3,Important,12,zeroshot
gemma3_generalist_12_20260628_235935,gemma3_generalist,gemma3,llm,generalist,Solid-state circuit breaker,4,Very important,12,zeroshot
gemma3_normative_12_20260628_235935,gemma3_normative,gemma3,llm,normative,Solid-state circuit breaker,4,Very important,12,zeroshot
gemma3_subject-matter_12_20260628_235935,gemma3_subject-matter,gemma3,llm,subject-matter,Solid-state circuit breaker,4,Very important,12,zeroshot
phi4_generalist_13_20260629_000057,phi4_generalist,phi4,llm,generalist,Solid-state circuit breaker,4,Very important,13,zeroshot
phi4_normative_13_20260629_000057,phi4_normative,phi4,llm,normative,Solid-state circuit breaker,4,Very important,13,zeroshot
phi4_subject-matter_13_20260629_000057,phi4_subject-matter,phi4,llm,subject-matter,Solid-state circuit breaker,4,Very important,13,zeroshot
llama_generalist_13_20260629_000057,llama_generalist,llama,llm,generalist,Solid-state circuit breaker,3,Important,13,zeroshot
llama_normative_13_20260629_000057,llama_normative,llama,llm,normative,Solid-state circuit breaker,3,Important,13,zeroshot
llama_subject-matter_13_20260629_000057,llama_subject-matter,llama,llm,subject-matter,Solid-state circuit breaker,3,Important,13,zeroshot
mistral_generalist_13_20260629_000057,mistral_generalist,mistral,llm,generalist,Solid-state circuit breaker,3,Important,13,zeroshot
mistral_normative_13_20260629_000057,mistral_normative,mistral,llm,normative,Solid-state circuit breaker,3,Important,13,zeroshot
mistral_subject-matter_13_20260629_000057,mistral_subject-matter,mistral,llm,subject-matter,Solid-state circuit breaker,4,Very important,13,zeroshot
gemma3_generalist_13_20260629_000057,gemma3_generalist,gemma3,llm,generalist,Solid-state circuit breaker,4,Very important,13,zeroshot
gemma3_normative_13_20260629_000057,gemma3_normative,gemma3,llm,normative,Solid-state circuit breaker,4,Very important,13,zeroshot
gemma3_subject-matter_13_20260629_000057,gemma3_subject-matter,gemma3,llm,subject-matter,Solid-state circuit breaker,4,Very important,13,zeroshot
phi4_generalist_14_20260629_000240,phi4_generalist,phi4,llm,generalist,Solid-state circuit breaker,4,Very important,14,zeroshot
phi4_normative_14_20260629_000240,phi4_normative,phi4,llm,normative,Solid-state circuit breaker,4,Very important,14,zeroshot
phi4_subject-matter_14_20260629_000240,phi4_subject-matter,phi4,llm,subject-matter,Solid-state circuit breaker,4,Very important,14,zeroshot
llama_generalist_14_20260629_000240,llama_generalist,llama,llm,generalist,Solid-state circuit breaker,3,Important,14,zeroshot
llama_normative_14_20260629_000240,llama_normative,llama,llm,normative,Solid-state circuit breaker,3,Important,14,zeroshot
llama_subject-matter_14_20260629_000240,llama_subject-matter,llama,llm,subject-matter,Solid-state circuit breaker,3,Important,14,zeroshot
mistral_generalist_14_20260629_000240,mistral_generalist,mistral,llm,generalist,Solid-state circuit breaker,3,Important,14,zeroshot
mistral_normative_14_20260629_000240,mistral_normative,mistral,llm,normative,Solid-state circuit breaker,3,Important,14,zeroshot
mistral_subject-matter_14_20260629_000240,mistral_subject-matter,mistral,llm,subject-matter,Solid-state circuit breaker,4,Very important,14,zeroshot
gemma3_generalist_14_20260629_000240,gemma3_generalist,gemma3,llm,generalist,Solid-state circuit breaker,4,Very important,14,zeroshot
gemma3_normative_14_20260629_000240,gemma3_normative,gemma3,llm,normative,Solid-state circuit breaker,4,Very important,14,zeroshot
gemma3_subject-matter_14_20260629_000240,gemma3_subject-matter,gemma3,llm,subject-matter,Solid-state circuit breaker,4,Very important,14,zeroshot
phi4_generalist_15_20260629_000358,phi4_generalist,phi4,llm,generalist,Solid-state circuit breaker,4,Very important,15,zeroshot
phi4_normative_15_20260629_000358,phi4_normative,phi4,llm,normative,Solid-state circuit breaker,4,Very important,15,zeroshot
phi4_subject-matter_15_20260629_000358,phi4_subject-matter,phi4,llm,subject-matter,Solid-state circuit breaker,4,Very important,15,zeroshot
llama_generalist_15_20260629_000358,llama_generalist,llama,llm,generalist,Solid-state circuit breaker,3,Important,15,zeroshot
llama_normative_15_20260629_000358,llama_normative,llama,llm,normative,Solid-state circuit breaker,3,Important,15,zeroshot
llama_subject-matter_15_20260629_000358,llama_subject-matter,llama,llm,subject-matter,Solid-state circuit breaker,3,Important,15,zeroshot
mistral_generalist_15_20260629_000358,mistral_generalist,mistral,llm,generalist,Solid-state circuit breaker,3,Important,15,zeroshot
mistral_normative_15_20260629_000358,mistral_normative,mistral,llm,normative,Solid-state circuit breaker,3,Important,15,zeroshot
mistral_subject-matter_15_20260629_000358,mistral_subject-matter,mistral,llm,subject-matter,Solid-state circuit breaker,4,Very important,15,zeroshot
gemma3_generalist_15_20260629_000358,gemma3_generalist,gemma3,llm,generalist,Solid-state circuit breaker,4,Very important,15,zeroshot
gemma3_normative_15_20260629_000358,gemma3_normative,gemma3,llm,normative,Solid-state circuit breaker,4,Very important,15,zeroshot
gemma3_subject-matter_15_20260629_000358,gemma3_subject-matter,gemma3,llm,subject-matter,Solid-state circuit breaker,4,Very important,15,zeroshot
phi4_generalist_16_20260629_000515,phi4_generalist,phi4,llm,generalist,Solid-state circuit breaker,4,Very important,16,zeroshot
phi4_normative_16_20260629_000515,phi4_normative,phi4,llm,normative,Solid-state circuit breaker,4,Very important,16,zeroshot
phi4_subject-matter_16_20260629_000515,phi4_subject-matter,phi4,llm,subject-matter,Solid-state circuit breaker,4,Very important,16,zeroshot
llama_generalist_16_20260629_000515,llama_generalist,llama,llm,generalist,Solid-state circuit breaker,3,Important,16,zeroshot
llama_normative_16_20260629_000515,llama_normative,llama,llm,normative,Solid-state circuit breaker,3,Important,16,zeroshot
llama_subject-matter_16_20260629_000515,llama_subject-matter,llama,llm,subject-matter,Solid-state circuit breaker,4,Very important,16,zeroshot
mistral_generalist_16_20260629_000515,mistral_generalist,mistral,llm,generalist,Solid-state circuit breaker,3,Important,16,zeroshot
mistral_normative_16_20260629_000515,mistral_normative,mistral,llm,normative,Solid-state circuit breaker,3,Important,16,zeroshot
mistral_subject-matter_16_20260629_000515,mistral_subject-matter,mistral,llm,subject-matter,Solid-state circuit breaker,4,Very important,16,zeroshot
gemma3_generalist_16_20260629_000515,gemma3_generalist,gemma3,llm,generalist,Solid-state circuit breaker,4,Very important,16,zeroshot
gemma3_normative_16_20260629_000515,gemma3_normative,gemma3,llm,normative,Solid-state circuit breaker,4,Very important,16,zeroshot
gemma3_subject-matter_16_20260629_000515,gemma3_subject-matter,gemma3,llm,subject-matter,Solid-state circuit breaker,4,Very important,16,zeroshot
phi4_generalist_17_20260629_000709,phi4_generalist,phi4,llm,generalist,Solid-state circuit breaker,4,Very important,17,zeroshot
phi4_normative_17_20260629_000709,phi4_normative,phi4,llm,normative,Solid-state circuit breaker,4,Very important,17,zeroshot
phi4_subject-matter_17_20260629_000709,phi4_subject-matter,phi4,llm,subject-matter,Solid-state circuit breaker,4,Very important,17,zeroshot
llama_generalist_17_20260629_000709,llama_generalist,llama,llm,generalist,Solid-state circuit breaker,3,Important,17,zeroshot
llama_normative_17_20260629_000709,llama_normative,llama,llm,normative,Solid-state circuit breaker,3,Important,17,zeroshot
llama_subject-matter_17_20260629_000709,llama_subject-matter,llama,llm,subject-matter,Solid-state circuit breaker,3,Important,17,zeroshot
mistral_generalist_17_20260629_000709,mistral_generalist,mistral,llm,generalist,Solid-state circuit breaker,3,Important,17,zeroshot
mistral_normative_17_20260629_000709,mistral_normative,mistral,llm,normative,Solid-state circuit breaker,4,Very important,17,zeroshot
mistral_subject-matter_17_20260629_000709,mistral_subject-matter,mistral,llm,subject-matter,Solid-state circuit breaker,3,Important,17,zeroshot
gemma3_generalist_17_20260629_000709,gemma3_generalist,gemma3,llm,generalist,Solid-state circuit breaker,4,Very important,17,zeroshot
gemma3_normative_17_20260629_000709,gemma3_normative,gemma3,llm,normative,Solid-state circuit breaker,4,Very important,17,zeroshot
gemma3_subject-matter_17_20260629_000709,gemma3_subject-matter,gemma3,llm,subject-matter,Solid-state circuit breaker,4,Very important,17,zeroshot
phi4_generalist_18_20260629_000931,phi4_generalist,phi4,llm,generalist,Solid-state circuit breaker,4,Very important,18,zeroshot
phi4_normative_18_20260629_000931,phi4_normative,phi4,llm,normative,Solid-state circuit breaker,4,Very important,18,zeroshot
phi4_subject-matter_18_20260629_000931,phi4_subject-matter,phi4,llm,subject-matter,Solid-state circuit breaker,4,Very important,18,zeroshot
llama_generalist_18_20260629_000931,llama_generalist,llama,llm,generalist,Solid-state circuit breaker,3,Important,18,zeroshot
llama_normative_18_20260629_000931,llama_normative,llama,llm,normative,Solid-state circuit breaker,3,Important,18,zeroshot
llama_subject-matter_18_20260629_000931,llama_subject-matter,llama,llm,subject-matter,Solid-state circuit breaker,3,Important,18,zeroshot
mistral_generalist_18_20260629_000931,mistral_generalist,mistral,llm,generalist,Solid-state circuit breaker,3,Important,18,zeroshot
mistral_normative_18_20260629_000931,mistral_normative,mistral,llm,normative,Solid-state circuit breaker,3,Important,18,zeroshot
mistral_subject-matter_18_20260629_000931,mistral_subject-matter,mistral,llm,subject-matter,Solid-state circuit breaker,4,Very important,18,zeroshot
gemma3_generalist_18_20260629_000931,gemma3_generalist,gemma3,llm,generalist,Solid-state circuit breaker,4,Very important,18,zeroshot
gemma3_normative_18_20260629_000931,gemma3_normative,gemma3,llm,normative,Solid-state circuit breaker,4,Very important,18,zeroshot
gemma3_subject-matter_18_20260629_000931,gemma3_subject-matter,gemma3,llm,subject-matter,Solid-state circuit breaker,4,Very important,18,zeroshot
phi4_generalist_19_20260629_001120,phi4_generalist,phi4,llm,generalist,Solid-state circuit breaker,4,Very important,19,zeroshot
