row_id,variant_id,base_model,model,barrier_id,official_label,condition,iteration
subject-matter_mistral_04_b1,subject-matter_mistral,mistral,subject-matter,1,"power losses, quality and safety issues",context,4
subject-matter_mistral_04_b2,subject-matter_mistral,mistral,subject-matter,2,reduced reliability in DC devices,context,4
subject-matter_mistral_04_b4,subject-matter_mistral,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,4
subject-matter_mistral_04_b5,subject-matter_mistral,mistral,subject-matter,5,lack of pilot projects,context,4
subject-matter_mistral_04_b7,subject-matter_mistral,mistral,subject-matter,7,incompatibility of DC systems components,context,4
generalist_gemma3_04_b1,generalist_gemma3,gemma3,generalist,1,"power losses, quality and safety issues",context,4
generalist_gemma3_04_b5,generalist_gemma3,gemma3,generalist,5,lack of pilot projects,context,4
generalist_gemma3_04_b6,generalist_gemma3,gemma3,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,context,4
generalist_gemma3_04_b8,generalist_gemma3,gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,4
generalist_gemma3_04_b10,generalist_gemma3,gemma3,generalist,10,uncertain regulatory roadmap,context,4
normative_gemma3_04_b1,normative_gemma3,gemma3,normative,1,"power losses, quality and safety issues",context,4
normative_gemma3_04_b4,normative_gemma3,gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,4
normative_gemma3_04_b7,normative_gemma3,gemma3,normative,7,incompatibility of DC systems components,context,4
normative_gemma3_04_b8,normative_gemma3,gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,4
normative_gemma3_04_b11,normative_gemma3,gemma3,normative,11,high costs of DC solutions,context,4
subject-matter_gemma3_04_b1,subject-matter_gemma3,gemma3,subject-matter,1,"power losses, quality and safety issues",context,4
subject-matter_gemma3_04_b4,subject-matter_gemma3,gemma3,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,4
subject-matter_gemma3_04_b5,subject-matter_gemma3,gemma3,subject-matter,5,lack of pilot projects,context,4
subject-matter_gemma3_04_b8,subject-matter_gemma3,gemma3,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,4
subject-matter_gemma3_04_b10,subject-matter_gemma3,gemma3,subject-matter,10,uncertain regulatory roadmap,context,4
generalist_phi4_04_b1,generalist_phi4,phi4,generalist,1,"power losses, quality and safety issues",context,4
generalist_phi4_04_b3,generalist_phi4,phi4,generalist,3,lack of use-cases in which DC is advantageous,context,4
generalist_phi4_04_b4,generalist_phi4,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,4
generalist_phi4_04_b5,generalist_phi4,phi4,generalist,5,lack of pilot projects,context,4
generalist_phi4_04_b10,generalist_phi4,phi4,generalist,10,uncertain regulatory roadmap,context,4
normative_phi4_04_b1,normative_phi4,phi4,normative,1,"power losses, quality and safety issues",context,4
normative_phi4_04_b2,normative_phi4,phi4,normative,2,reduced reliability in DC devices,context,4
normative_phi4_04_b3,normative_phi4,phi4,normative,3,lack of use-cases in which DC is advantageous,context,4
normative_phi4_04_b4,normative_phi4,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,4
normative_phi4_04_b11,normative_phi4,phi4,normative,11,high costs of DC solutions,context,4
subject-matter_phi4_04_b1,subject-matter_phi4,phi4,subject-matter,1,"power losses, quality and safety issues",context,4
subject-matter_phi4_04_b2,subject-matter_phi4,phi4,subject-matter,2,reduced reliability in DC devices,context,4
subject-matter_phi4_04_b4,subject-matter_phi4,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,4
subject-matter_phi4_04_b5,subject-matter_phi4,phi4,subject-matter,5,lack of pilot projects,context,4
subject-matter_phi4_04_b10,subject-matter_phi4,phi4,subject-matter,10,uncertain regulatory roadmap,context,4
generalist_llama_05_b1,generalist_llama,llama,generalist,1,"power losses, quality and safety issues",context,5
generalist_llama_05_b2,generalist_llama,llama,generalist,2,reduced reliability in DC devices,context,5
generalist_llama_05_b3,generalist_llama,llama,generalist,3,lack of use-cases in which DC is advantageous,context,5
generalist_llama_05_b4,generalist_llama,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,5
generalist_llama_05_b5,generalist_llama,llama,generalist,5,lack of pilot projects,context,5
normative_llama_05_b1,normative_llama,llama,normative,1,"power losses, quality and safety issues",context,5
normative_llama_05_b2,normative_llama,llama,normative,2,reduced reliability in DC devices,context,5
normative_llama_05_b3,normative_llama,llama,normative,3,lack of use-cases in which DC is advantageous,context,5
normative_llama_05_b4,normative_llama,llama,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,5
normative_llama_05_b5,normative_llama,llama,normative,5,lack of pilot projects,context,5
subject-matter_llama_05_b1,subject-matter_llama,llama,subject-matter,1,"power losses, quality and safety issues",context,5
subject-matter_llama_05_b2,subject-matter_llama,llama,subject-matter,2,reduced reliability in DC devices,context,5
subject-matter_llama_05_b3,subject-matter_llama,llama,subject-matter,3,lack of use-cases in which DC is advantageous,context,5
subject-matter_llama_05_b4,subject-matter_llama,llama,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,5
subject-matter_llama_05_b5,subject-matter_llama,llama,subject-matter,5,lack of pilot projects,context,5
generalist_mistral_05_b1,generalist_mistral,mistral,generalist,1,"power losses, quality and safety issues",context,5
generalist_mistral_05_b2,generalist_mistral,mistral,generalist,2,reduced reliability in DC devices,context,5
generalist_mistral_05_b3,generalist_mistral,mistral,generalist,3,lack of use-cases in which DC is advantageous,context,5
generalist_mistral_05_b4,generalist_mistral,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,5
generalist_mistral_05_b5,generalist_mistral,mistral,generalist,5,lack of pilot projects,context,5
normative_mistral_05_b1,normative_mistral,mistral,normative,1,"power losses, quality and safety issues",context,5
normative_mistral_05_b2,normative_mistral,mistral,normative,2,reduced reliability in DC devices,context,5
normative_mistral_05_b4,normative_mistral,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,5
normative_mistral_05_b5,normative_mistral,mistral,normative,5,lack of pilot projects,context,5
normative_mistral_05_b11,normative_mistral,mistral,normative,11,high costs of DC solutions,context,5
subject-matter_mistral_05_b1,subject-matter_mistral,mistral,subject-matter,1,"power losses, quality and safety issues",context,5
subject-matter_mistral_05_b2,subject-matter_mistral,mistral,subject-matter,2,reduced reliability in DC devices,context,5
subject-matter_mistral_05_b3,subject-matter_mistral,mistral,subject-matter,3,lack of use-cases in which DC is advantageous,context,5
subject-matter_mistral_05_b4,subject-matter_mistral,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,5
subject-matter_mistral_05_b5,subject-matter_mistral,mistral,subject-matter,5,lack of pilot projects,context,5
generalist_gemma3_05_b1,generalist_gemma3,gemma3,generalist,1,"power losses, quality and safety issues",context,5
generalist_gemma3_05_b3,generalist_gemma3,gemma3,generalist,3,lack of use-cases in which DC is advantageous,context,5
generalist_gemma3_05_b4,generalist_gemma3,gemma3,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,5
generalist_gemma3_05_b8,generalist_gemma3,gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,5
generalist_gemma3_05_b10,generalist_gemma3,gemma3,generalist,10,uncertain regulatory roadmap,context,5
normative_gemma3_05_b1,normative_gemma3,gemma3,normative,1,"power losses, quality and safety issues",context,5
normative_gemma3_05_b4,normative_gemma3,gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,5
normative_gemma3_05_b7,normative_gemma3,gemma3,normative,7,incompatibility of DC systems components,context,5
normative_gemma3_05_b8,normative_gemma3,gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,5
normative_gemma3_05_b11,normative_gemma3,gemma3,normative,11,high costs of DC solutions,context,5
subject-matter_gemma3_05_b1,subject-matter_gemma3,gemma3,subject-matter,1,"power losses, quality and safety issues",context,5
subject-matter_gemma3_05_b3,subject-matter_gemma3,gemma3,subject-matter,3,lack of use-cases in which DC is advantageous,context,5
subject-matter_gemma3_05_b4,subject-matter_gemma3,gemma3,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,5
subject-matter_gemma3_05_b8,subject-matter_gemma3,gemma3,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,5
subject-matter_gemma3_05_b10,subject-matter_gemma3,gemma3,subject-matter,10,uncertain regulatory roadmap,context,5
generalist_phi4_05_b1,generalist_phi4,phi4,generalist,1,"power losses, quality and safety issues",context,5
generalist_phi4_05_b2,generalist_phi4,phi4,generalist,2,reduced reliability in DC devices,context,5
generalist_phi4_05_b3,generalist_phi4,phi4,generalist,3,lack of use-cases in which DC is advantageous,context,5
generalist_phi4_05_b4,generalist_phi4,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,5
generalist_phi4_05_b11,generalist_phi4,phi4,generalist,11,high costs of DC solutions,context,5
normative_phi4_05_b1,normative_phi4,phi4,normative,1,"power losses, quality and safety issues",context,5
normative_phi4_05_b3,normative_phi4,phi4,normative,3,lack of use-cases in which DC is advantageous,context,5
normative_phi4_05_b4,normative_phi4,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,5
normative_phi4_05_b5,normative_phi4,phi4,normative,5,lack of pilot projects,context,5
normative_phi4_05_b10,normative_phi4,phi4,normative,10,uncertain regulatory roadmap,context,5
subject-matter_phi4_05_b1,subject-matter_phi4,phi4,subject-matter,1,"power losses, quality and safety issues",context,5
subject-matter_phi4_05_b2,subject-matter_phi4,phi4,subject-matter,2,reduced reliability in DC devices,context,5
subject-matter_phi4_05_b3,subject-matter_phi4,phi4,subject-matter,3,lack of use-cases in which DC is advantageous,context,5
subject-matter_phi4_05_b4,subject-matter_phi4,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,5
subject-matter_phi4_05_b5,subject-matter_phi4,phi4,subject-matter,5,lack of pilot projects,context,5
generalist_llama_06_b1,generalist_llama,llama,generalist,1,"power losses, quality and safety issues",context,6
generalist_llama_06_b2,generalist_llama,llama,generalist,2,reduced reliability in DC devices,context,6
generalist_llama_06_b3,generalist_llama,llama,generalist,3,lack of use-cases in which DC is advantageous,context,6
generalist_llama_06_b4,generalist_llama,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,6
generalist_llama_06_b5,generalist_llama,llama,generalist,5,lack of pilot projects,context,6
normative_llama_06_b1,normative_llama,llama,normative,1,"power losses, quality and safety issues",context,6
normative_llama_06_b2,normative_llama,llama,normative,2,reduced reliability in DC devices,context,6
